TITLE "<<BEST-K10_MS_19>> 4700 Reflector Spec #1[BP = 1647.6, 9276]" 
TYPE MASSSPEC
999.820801	215.359
999.837764	216.993
999.854727	204.248
999.871690	221.242
999.888653	249.02
999.905616	245.425
999.922579	224.183
999.939543	251.307
999.956507	222.876
999.973470	207.516
999.990434	170.915
1000.007399	166.667
1000.024363	139.542
1000.041327	160.458
1000.058292	157.516
1000.075256	158.17
1000.092221	155.229
1000.109186	141.83
1000.126151	132.68
1000.143117	145.752
1000.160082	149.02
1000.177048	150.327
1000.194013	153.268
1000.210979	155.882
1000.227945	134.314
1000.244911	148.039
1000.261878	155.556
1000.278844	178.431
1000.295811	162.745
1000.312777	160.784
1000.329744	160.784
1000.346711	154.902
1000.363678	152.614
1000.380645	180.065
1000.397613	178.758
1000.414580	176.471
1000.431548	189.216
1000.448516	177.124
1000.465484	176.144
1000.482452	192.157
1000.499420	181.046
1000.516389	190.196
1000.533357	164.706
1000.550326	157.843
1000.567295	170.915
1000.584264	177.124
1000.601233	180.392
1000.618203	183.007
1000.635172	180.065
1000.652142	167.647
1000.669111	176.471
1000.686081	208.497
1000.703051	213.399
1000.720021	227.124
1000.736992	219.281
1000.753962	208.824
1000.770933	181.373
1000.787903	209.15
1000.804874	205.882
1000.821845	200.327
1000.838816	195.425
1000.855788	214.052
1000.872759	246.405
1000.889731	254.248
1000.906703	244.444
1000.923674	245.098
1000.940646	213.725
1000.957619	187.582
1000.974591	186.928
1000.991563	181.046
1001.008536	166.34
1001.025509	164.706
1001.042482	158.17
1001.059455	154.902
1001.076428	146.405
1001.093401	145.425
1001.110375	158.824
1001.127348	174.51
1001.144322	150.327
1001.161296	151.961
1001.178270	153.268
1001.195244	162.092
1001.212219	157.516
1001.229193	160.131
1001.246168	145.425
1001.263142	140.523
1001.280117	150
1001.297092	158.17
1001.314068	158.17
1001.331043	176.471
1001.348018	175.49
1001.364994	189.869
1001.381970	196.405
1001.398946	183.66
1001.415922	171.569
1001.432898	173.529
1001.449874	166.013
1001.466851	170.261
1001.483827	158.497
1001.500804	160.131
1001.517781	168.954
1001.534758	185.294
1001.551735	174.837
1001.568713	169.281
1001.585690	191.503
1001.602668	196.405
1001.619646	185.294
1001.636624	178.105
1001.653602	169.281
1001.670580	177.124
1001.687558	172.549
1001.704537	201.634
1001.721515	195.425
1001.738494	216.013
1001.755473	209.15
1001.772452	240.85
1001.789431	203.268
1001.806411	209.804
1001.823390	214.052
1001.840370	203.268
1001.857350	207.843
1001.874330	205.882
1001.891310	194.444
1001.908290	222.876
1001.925270	204.902
1001.942251	196.078
1001.959232	205.882
1001.976212	189.869
1001.993193	153.268
1002.010174	160.131
1002.027156	165.686
1002.044137	174.51
1002.061119	171.242
1002.078100	173.203
1002.095082	167.32
1002.112064	163.072
1002.129046	163.072
1002.146028	165.686
1002.163011	159.15
1002.179993	181.373
1002.196976	188.562
1002.213959	191.83
1002.230942	171.569
1002.247925	180.392
1002.264908	161.438
1002.281892	151.634
1002.298875	139.216
1002.315859	150.327
1002.332843	161.438
1002.349827	171.242
1002.366811	179.085
1002.383795	185.948
1002.400779	165.359
1002.417764	158.17
1002.434749	156.536
1002.451733	149.346
1002.468718	144.444
1002.485704	161.438
1002.502689	169.608
1002.519674	193.137
1002.536660	171.895
1002.553645	177.778
1002.570631	196.732
1002.587617	192.484
1002.604603	178.105
1002.621590	171.569
1002.638576	168.954
1002.655563	171.895
1002.672549	169.281
1002.689536	182.026
1002.706523	232.026
1002.723510	251.307
1002.740498	218.627
1002.757485	218.627
1002.774473	219.935
1002.791460	209.15
1002.808448	214.052
1002.825436	216.013
1002.842424	202.941
1002.859413	228.758
1002.876401	227.778
1002.893390	235.948
1002.910378	226.144
1002.927367	207.516
1002.944356	182.353
1002.961345	176.144
1002.978335	179.412
1002.995324	196.405
1003.012314	192.81
1003.029304	183.333
1003.046293	180.065
1003.063283	181.699
1003.080274	166.34
1003.097264	166.993
1003.114254	164.052
1003.131245	149.673
1003.148236	160.458
1003.165227	164.706
1003.182218	152.614
1003.199209	162.418
1003.216200	145.425
1003.233192	146.078
1003.250183	130.392
1003.267175	133.66
1003.284167	129.412
1003.301159	152.288
1003.318151	177.778
1003.335143	187.909
1003.352136	198.366
1003.369128	188.235
1003.386121	167.32
1003.403114	172.549
1003.420107	151.307
1003.437100	163.399
1003.454094	160.458
1003.471087	167.32
1003.488081	166.013
1003.505074	167.647
1003.522068	178.105
1003.539062	181.373
1003.556057	169.935
1003.573051	183.007
1003.590045	179.085
1003.607040	183.007
1003.624035	182.026
1003.641030	196.732
1003.658025	194.118
1003.675020	202.941
1003.692015	197.059
1003.709011	197.059
1003.726006	225.163
1003.743002	215.359
1003.759998	208.497
1003.776994	235.948
1003.793990	219.281
1003.810987	216.34
1003.827983	244.771
1003.844980	227.778
1003.861977	236.275
1003.878974	249.02
1003.895971	250.327
1003.912968	260.131
1003.929965	232.68
1003.946963	213.072
1003.963960	183.007
1003.980958	165.686
1003.997956	162.092
1004.014954	166.993
1004.031952	151.307
1004.048951	133.987
1004.065949	146.405
1004.082948	152.614
1004.099947	138.562
1004.116946	137.255
1004.133945	149.02
1004.150944	150
1004.167943	146.732
1004.184943	150.654
1004.201942	133.333
1004.218942	157.843
1004.235942	164.379
1004.252942	137.255
1004.269943	134.967
1004.286943	151.634
1004.303943	150.98
1004.320944	168.301
1004.337945	171.242
1004.354946	161.765
1004.371947	183.66
1004.388948	174.183
1004.405950	166.993
1004.422951	180.719
1004.439953	150.654
1004.456955	153.268
1004.473957	167.974
1004.490959	191.83
1004.507961	190.523
1004.524963	188.235
1004.541966	183.007
1004.558969	196.732
1004.575971	180.719
1004.592974	184.967
1004.609977	162.745
1004.626981	169.281
1004.643984	181.046
1004.660988	181.699
1004.677991	172.222
1004.694995	220.588
1004.711999	213.725
1004.729003	213.399
1004.746008	207.19
1004.763012	194.771
1004.780016	200.654
1004.797021	217.974
1004.814026	205.229
1004.831031	223.856
1004.848036	237.909
1004.865041	238.889
1004.882047	227.451
1004.899052	238.235
1004.916058	240.523
1004.933064	220.915
1004.950070	183.007
1004.967076	188.235
1004.984082	182.026
1005.001089	176.144
1005.018095	153.922
1005.035102	178.105
1005.052109	157.19
1005.069116	164.052
1005.086123	142.157
1005.103130	143.464
1005.120138	141.503
1005.137145	147.386
1005.154153	147.059
1005.171161	152.288
1005.188169	154.902
1005.205177	168.627
1005.222185	157.516
1005.239194	159.477
1005.256202	146.732
1005.273211	146.732
1005.290220	151.961
1005.307229	162.092
1005.324238	165.686
1005.341247	215.359
1005.358257	180.719
1005.375266	178.758
1005.392276	154.575
1005.409286	155.556
1005.426296	167.974
1005.443306	171.242
1005.460317	171.242
1005.477327	166.993
1005.494338	177.124
1005.511348	178.105
1005.528359	176.144
1005.545370	186.601
1005.562381	174.51
1005.579393	184.314
1005.596404	176.144
1005.613416	191.503
1005.630428	170.915
1005.647439	197.059
1005.664452	203.268
1005.681464	191.176
1005.698476	194.771
1005.715489	198.039
1005.732501	217.974
1005.749514	216.34
1005.766527	182.026
1005.783540	187.255
1005.800553	194.771
1005.817566	188.889
1005.834580	202.941
1005.851593	232.026
1005.868607	233.007
1005.885621	214.706
1005.902635	209.804
1005.919649	207.19
1005.936664	211.111
1005.953678	204.575
1005.970693	183.007
1005.987708	176.471
1006.004722	175.817
1006.021738	182.353
1006.038753	171.242
1006.055768	160.458
1006.072784	153.268
1006.089799	161.438
1006.106815	169.281
1006.123831	159.477
1006.140847	134.967
1006.157863	146.078
1006.174880	137.909
1006.191896	158.824
1006.208913	151.634
