TITLE "<<G13_MS_136>> 4700 Reflector Spec #1 MC[BP = 1286.3, 6728]" 
TYPE MASSSPEC
999.804528	52		
999.821490	39		
999.838451	46		
999.855413	54		
999.872375	50		
999.889336	45		
999.906298	38		
999.923261	30		
999.940223	37		
999.957185	40		
999.974148	51		
999.991111	64		
1000.008074	66		
1000.025037	61		
1000.042000	59		
1000.058963	67		
1000.075927	68		
1000.092890	81		
1000.109854	97		
1000.126818	94		
1000.143782	71		
1000.160746	61		
1000.177711	59		
1000.194675	63		
1000.211640	71		
1000.228605	83		
1000.245569	82		
1000.262534	71		
1000.279500	59		
1000.296465	61		
1000.313431	68		
1000.330396	86		
1000.347362	86		
1000.364328	79		
1000.381294	73		
1000.398260	66		
1000.415226	62		
1000.432193	53		
1000.449160	50		
1000.466126	54		
1000.483093	60		
1000.500060	68		
1000.517028	76		
1000.533995	75		
1000.550962	71		
1000.567930	53		
1000.584898	35		
1000.601866	32		
1000.618834	29		
1000.635802	34		
1000.652771	48		
1000.669739	56		
1000.686708	63		
1000.703677	51		
1000.720645	46		
1000.737615	45		
1000.754584	39		
1000.771553	38		
1000.788523	50		
1000.805492	51		
1000.822462	50		
1000.839432	42		
1000.856402	32		
1000.873372	29		
1000.890343	35		
1000.907313	39		
1000.924284	34		
1000.941255	40		
1000.958226	52		
1000.975197	58		
1000.992168	69		
1001.009140	78		
1001.026111	81		
1001.043083	64		
1001.060055	54		
1001.077027	42		
1001.093999	50		
1001.110971	72		
1001.127943	100		
1001.144916	107		
1001.161888	106		
1001.178861	113		
1001.195834	100		
1001.212807	90		
1001.229781	72		
1001.246754	66		
1001.263728	62		
1001.280701	64		
1001.297675	68		
1001.314649	62		
1001.331623	50		
1001.348598	54		
1001.365572	64		
1001.382547	66		
1001.399521	60		
1001.416496	55		
1001.433471	59		
1001.450446	58		
1001.467421	49		
1001.484397	50		
1001.501372	54		
1001.518348	61		
1001.535324	65		
1001.552300	55		
1001.569276	48		
1001.586252	46		
1001.603229	41		
1001.620205	52		
1001.637182	60		
1001.654159	51		
1001.671136	38		
1001.688113	36		
1001.705090	42		
1001.722068	45		
1001.739045	46		
1001.756023	48		
1001.773001	54		
1001.789979	60		
1001.806957	52		
1001.823935	50		
1001.840914	46		
1001.857893	47		
1001.874871	49		
1001.891850	51		
1001.908829	33		
1001.925808	31		
1001.942788	29		
1001.959767	36		
1001.976747	45		
1001.993726	51		
1002.010706	57		
1002.027686	64		
1002.044666	69		
1002.061647	62		
1002.078627	55		
1002.095608	64		
1002.112589	78		
1002.129569	100		
1002.146550	115		
1002.163532	118		
1002.180513	111		
1002.197494	98		
1002.214476	88		
1002.231458	79		
1002.248440	83		
1002.265422	95		
1002.282404	86		
1002.299386	76		
1002.316369	83		
1002.333351	86		
1002.350334	83		
1002.367317	72		
1002.384300	62		
1002.401283	66		
1002.418267	83		
1002.435250	82		
1002.452234	70		
1002.469217	61		
1002.486201	67		
1002.503185	82		
1002.520170	86		
1002.537154	72		
1002.554138	60		
1002.571123	49		
1002.588108	47		
1002.605093	47		
1002.622078	44		
1002.639063	43		
1002.656048	45		
1002.673034	52		
1002.690019	57		
1002.707005	60		
1002.723991	53		
1002.740977	46		
1002.757963	43		
1002.774950	42		
1002.791936	50		
1002.808923	50		
1002.825910	51		
1002.842897	48		
1002.859884	47		
1002.876871	45		
1002.893858	45		
1002.910846	50		
1002.927834	58		
1002.944821	72		
1002.961809	76		
1002.978797	78		
1002.995786	74		
1003.012774	80		
1003.029762	87		
1003.046751	76		
1003.063740	58		
1003.080729	44		
1003.097718	51		
1003.114707	58		
1003.131697	72		
1003.148686	88		
1003.165676	101		
1003.182666	106		
1003.199656	94		
1003.216646	78		
1003.233636	77		
1003.250626	77		
1003.267617	70		
1003.284607	67		
1003.301598	68		
1003.318589	63		
1003.335580	54		
1003.352572	46		
1003.369563	61		
1003.386555	76		
1003.403546	81		
1003.420538	76		
1003.437530	71		
1003.454522	67		
1003.471514	68		
1003.488507	92		
1003.505499	114		
1003.522492	133		
1003.539485	122		
1003.556478	81		
1003.573471	55		
1003.590464	43		
1003.607458	39		
1003.624451	46		
1003.641445	51		
1003.658439	55		
1003.675433	55		
1003.692427	51		
1003.709421	51		
1003.726415	51		
1003.743410	43		
1003.760405	44		
1003.777400	43		
1003.794395	43		
1003.811390	44		
1003.828385	44		
1003.845380	49		
1003.862376	52		
1003.879372	62		
1003.896368	63		
1003.913364	60		
1003.930360	46		
1003.947356	41		
1003.964352	39		
1003.981349	49		
1003.998346	51		
1004.015343	65		
1004.032340	71		
1004.049337	81		
1004.066334	82		
1004.083331	97		
1004.100329	104		
1004.117327	97		
1004.134325	87		
1004.151323	82		
1004.168321	79		
1004.185319	78		
1004.202318	81		
1004.219316	88		
1004.236315	89		
1004.253314	92		
1004.270313	83		
1004.287312	85		
1004.304311	72		
1004.321311	63		
1004.338310	63		
1004.355310	69		
1004.372310	71		
